Name,Tags,Count,Image,Price,Category
Skyharbor - Sunshine Dust,Metal,1,https://lastfm-img2.akamaized.net/i/u/300x300/6f5f9ff5640cc491a743899692eb380c.png,40,CD Premiums
"Malone, Micheele - Slings & Arrows",Blues,1,,40,CD Premiums
Downchild - Something I've Done,Blues,1,,40,CD Premiums
Ayreon - Ayreon Universe: Best Of Ayreon Live,Metal,2,https://lastfm-img2.akamaized.net/i/u/300x300/a377e0cb58db58a33f24c984a95b2861.png,40,CD Premiums
"Nabay and the Bubu Gang, Janka - Build Music",World,2,,40,CD Premiums
"Nelson, Willie - My Way",Folk/CW,1,,40,CD Premiums
Mixed Culture - Deluxe Edition,Reggae,2,,40,CD Premiums
Chopteeth Afrofunk Big Band - Bone Reader,World,2,https://lastfm-img2.akamaized.net/i/u/300x300/f32f7650b340829cb0c4ececc93a40c9.png,40,CD Premiums
Terakaft - Aratan N Azawad,World,2,https://lastfm-img2.akamaized.net/i/u/300x300/e840cd059dfb4312a5208280b205d156.png,40,CD Premiums
Le Vent Du Nord - Tetu,"World, Celtic",5,https://lastfm-img2.akamaized.net/i/u/300x300/62448a9275773bec334351f40942491a.png,40,CD Premiums
"Dawuni, Rocky - Hymns For The Rebel Soul",Reggae,1,,40,CD Premiums
Spectre of Ruin - Black Fast,Metal,1,,40,CD Premiums
"London, Frank - A Night In The Old Market Place",Jazz,1,,40,CD Premiums
Ruby Velle & the Soulphonics - State Of All Things,R&B,1,https://lastfm-img2.akamaized.net/i/u/300x300/41baa558551eb96ae2a3818719485c60.png,40,CD Premiums
"Moré, Benny - Ritma",Latin,2,,40,CD Premiums
"Valdes, Chucho - Virtuoso",Latin,4,,40,CD Premiums
Forty Watt Dreams - After The Show,Rock,1,,40,CD Premiums
"Spencer Band, Ron - Into The Blue",Blues,1,,40,CD Premiums
Mod Hippie - Wannabe Nobody,Rock,1,,40,CD Premiums
"Reputations, The - Electric Power",Rock,1,,40,CD Premiums
Leaving Eden - Out Of The Ashes,Metal,1,https://lastfm-img2.akamaized.net/i/u/300x300/c122bbc0fb51525fd9fc0159f15479a8.png,40,CD Premiums
VARIOUS ARTISTS - Mojo Presents The Best Of 2018,Rock,1,,40,CD Premiums
Dr. Dog - Critical Equation,Folk/CW,1,https://lastfm-img2.akamaized.net/i/u/300x300/5ce0fa0c5e898a518ae73c5a0f28bfae.png,40,CD Premiums
"Nicole, Danielle - Cry No More",Blues,4,,40,CD Premiums
"Shepherd Band, Kenny Wayne - Lay It On Down",Blues,4,,40,CD Premiums
"Shepherd Band, Kenny Wayne - Goin' Home",Blues,4,,40,CD Premiums
"Lang, Jonny - Signals",Blues,3,,40,CD Premiums
Southern Avenue - Southern Avenue,Blues,2,https://lastfm-img2.akamaized.net/i/u/300x300/7ad94087d09e27ecf81ee0c41742a901.png,40,CD Premiums
"Mahal & Keb’ Mo’, Taj - TajMo",Blues,1,,40,CD Premiums
"Thorogood & the Delaware Destroyers, George - George Thorogood & the Delaware Destroyers",Blues,1,,40,CD Premiums
"Hooker, John Lee - Whiskey & Wimmen",Blues,1,,40,CD Premiums
"Garfield, David - Jazz Outside The Box",Jazz,2,,40,CD Premiums
Obnox - Bang Messiah,Rock,1,,40,CD Premiums
Moaning - Moaning,Rock,5,,40,CD Premiums
"Stusso, Dick - In Heaven",Rock,4,,40,CD Premiums
"Lucky Losers, The - Blind Spot",Blues,2,,40,CD Premiums
